#,Region,Region,المنطقة,المنطقة,City,المدينة,Remote/Main,SID,Old Name,New Name,External Code,Anydesk ID,English Display Name - New,Arabic Display Name - New,latitude,longitude,Google Maps Link,Glass Room,Location Owner,SIM SN,Retail / LM,Short Address,Buliding NO.,Street Name,Street Name Arabic,District Eng,District Arabic,Zip code,Additional No.,Address,Main Modules,Adder Modules,Working Hours,Order #,Installed
114,Western,,الغربية,,Jeddah,جدة,Main,PSJD1119,,225990,27131,1595022305,Al Hamdaniyah Parcel Station - Jeddah - SASCO,محطة طرود الحمدانية - جدة - ساسكو,21.756497,39.197575,https://maps.app.goo.gl/KcPqQh5vmVExAfKu9,NO,Sasco Palm,,LM,JGAF6919,6919,Al Hamdaniyah  Street,طريق الحمدانية ,,,23761,4086,Address Incomplete,1,1,24 Hours,Order #1,Completed
115,Western,,الغربية,,Jeddah,جدة,Main,PSJD1120,,225991,27191,1571052355,Ash Sheraa Parcel Station - Jeddah - SASCO,محطة طرود الشراع - جدة - ساسكو,21.768194,39.110528,https://maps.app.goo.gl/tmcYXwUoJUKhdXZW6,NO,Sasco Palm,,LM,JHYC4616,4616,Abdullah Bin Hamad Al Khalifah Street,طريق عبدالله بن حمد آل خليفة,,,23816,7491,Address Incomplete,1,1,,Order #1,Completed
116,Western,,الغربية,,Taif,الطائف,Remote,PSTA1121,,225992,27111,1730321727,Al Jawharah Parcel Station - Taif - SASCO,محطة طرود الجوهرة - الطائف - ساسكو,21.422106,40.495455,https://maps.app.goo.gl/3pmRAFq8C4XfhcEVA,NO,Sasco Palm,,LM,TAMA9137,9137,Airport Street,طريق المطار,,,26559,4027,Address Incomplete,1,1,,Order #1,Completed
117,Western,,الغربية,,Taif,الطائف,Remote,PSTA1122,,225993,27171,1775745518,Al Akhbab Parcel Station - Taif - SASCO,محطة طرود الأخباب - الطائف - ساسكو,21.234194,40.375556,https://maps.app.goo.gl/FK5ZxxnStcptbxkt8,NO,Sasco Palm,,LM,,,King Fahad Ring Street,طريق الملك فهد الدائري,,,26711,,Address Incomplete,1,1,,Order #1,Completed
118,Western,,الغربية,,Madinah,المدينة المنورة,Remote,PSMD1123,,225994,44271,1228879428,Mahzur Parcel Station - Madinah - SASCO,محطة طرود مهزور - المدينة المنورة - ساسكو,24.440139,39.662722,https://maps.app.goo.gl/dcU41wqs6YMN9dhJA,NO,Sasco Palm,,LM,DMAJ8018,8018,King Abdullah Branch Street,طريق الملك عبد الله الفرعي,,,42319,5153,Address Incomplete,1,1,,Order #1,Completed
119,Western,,الغربية,,Madinah,المدينة المنورة,Remote,PSMD1124,,225995,44281,1571253593,Al Qalah Parcel Station - Madinah - SASCO,محطة طرود القلعة - المدينة المنورة - ساسكو,24.501306,39.649194,https://maps.app.goo.gl/6ZxPzcjwHVwYxXoL9,NO,Sasco Palm,,LM,DMDD6786,6786,Isa Bin Masud Street,طريق عيسى بن مسعود,,,42322,3784,Address Incomplete,1,1,,Order #1,Completed
120,Western,,الغربية,,Makkah,مكة المكرمة,Remote,PSMK1125,,225996,27331,348431943,King Fahad Parcel Station - Makkah - SASCO,محطة طرود الملك فهد - مكة المكرمة - ساسكو,21.399833,39.741056,https://maps.app.goo.gl/shCceas2sJJjPdBp7,NO,Sasco Palm,,LM,MDFC3400,3400,Prince Naif Ibn Abdulaziz Street,طريق الأمير نايف بن عبد العزيز,,,24343,6681,Address Incomplete,1,1,,Order #1,Completed
121,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1127,,225999,61133,,Al Falah Parcel Station - Riyadh - Meed,محطة طرود الفلاح - الرياض - ميد,24.80049944,46.6972236,https://maps.app.goo.gl/QUGxBMkBuxM81vwo8,NO,Meed,,LM,RAFB7699,7699,Prince Muhammad Ibn Salman Ibn Abdulaziz,الأمير محمد بن سلمان بن عبدالعزيز,Al Falah Dist.,حي الفلاح,13314,2109,"7699 Prince Muhammad Ibn Salman Ibn Abdulaziz, Al Falah Dist., Riyadh, 13314 - 2109",1,2,24 Hours,24 Parcel Stations,Completed
122,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1128,,226000,61067,,Al Zahra Parcel Station - Riyadh - Meed,محطة طرود الزهراء - الرياض - ميد,24.68443844,46.7335641,https://maps.app.goo.gl/AScR81EKSrsHEdLQ8,NO,Meed,,LM,REZC6620,6620,Al Ahsa,الاحساء,Al Zahra Dist.,حي الزهراء,12812,3058,"6620 Al Ahsa, Al Zahra Dist., Riyadh, 12812 - 3058",1,2,24 Hours,24 Parcel Stations,Completed
123,Central,ArRiyad,الوسطى,منطقة الرياض,Riyadh,الرياض,Main,PSRU1129,,226001,61200,1826680512,Al Rimal Parcel Station - Riyadh - Meed,محطة طرود الرمال - الرياض - ميد,24.838416,46.828682,https://maps.app.goo.gl/JzS4WydJ7UipCBXp6,No,Meed,,LM,RURB6934,6934,Ali Al Bjdadi,علي البجادي,Al Rimal Dist.,حي الرمال,13263,4645,"6934 Ali Al Bjdadi, Al Rimal Dist., Riyadh, 13263 - 4645",Err:522,Err:522,24 Hours,24 Parcel Stations,Completed
124,Central,ArRiyad,الوسطى,منطقة الرياض,Riyadh,الرياض,Main,PSRU1130,,226002,61219,691191968,Al Dhubbat Parcel Station - Riyadh - Meed,محطة طرود الضباط - الرياض - ميد,24.687083,46.723917,https://maps.app.goo.gl/wbwsUSo96x4CNspPA,No,Meed,,LM,RCTA8564,8564,Salah Al Din Al Ayoubi Rd,طريق صلاح الدين الايوبي,Al Dhubbat Dist.,حي الضباط,12623,4449,"8564 Salah Al Din Al Ayoubi Rd, Al Dhubbat Dist., Riyadh, 12623 - 4449",Err:522,Err:522,24 Hours,24 Parcel Stations,Completed
125,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1131,,226003,61037,,Olaishah Parcel Station - Riyadh - Meed,محطة طرود عليشة - الرياض - ميد,24.62583496,46.6863843,https://maps.app.goo.gl/sZGt7k8iaGbP76At7,NO,Meed,,LM,RBNA3146,3146,Prince Fahd Bin Faisal Bin Farhan Al Saud,الامير فهد بن فيصل بن فرحان ال سعود,Olaishah Dist.,حي عليشة,12746,7435,"3146 Prince Fahd Bin Faisal Bin Farhan Al Saud, Olaishah Dist., Riyadh, 12746 - 7435",1,2,24 Hours,24 Parcel Stations,Completed
126,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1132,,226004,61182,,Tuwaiq Parcel Station 1 - Riyadh - Meed,محطة طرود طويق 1 - الرياض - ميد,24.58047184,46.539694,https://maps.app.goo.gl/HxvGcTrqu7tSQv5T8,NO,Meed,,LM,RKTB2969,2969,Bilal Bin  Rabah,بلال بن رباح,Tuwaiq Dist.,حي طويق,14923,6790,"2969 Bilal Bin  Rabah, Tuwaiq Dist., Riyadh, 14923 - 6790",1,2,24 Hours,24 Parcel Stations,Completed
127,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1133,,226005,61192,,Dhahrat Laban Parcel Station - Riyadh - Meed,محطة طرود ظهرة لبن - الرياض - ميد,24.65413645,46.5785005,https://goo.gl/maps/LvzLcLSkv9PTAhrU8,NO,Meed,,LM,RDLG4240,4240,Al Taif St,الطائف,Dhahrat Laban Dist.,حي ظهرة لبن,12555,6103,"4240 Al Taif St, Dhahrat Laban Dist., Riyadh, 12555 - 6103",1,2,24 Hours,24 Parcel Stations,Completed
128,Central,ArRiyad,الوسطى,منطقة الرياض,Riyadh,الرياض,Main,PSRU1134,,226006,61223,1712016123,Tuwaiq Parcel Station 2 - Riyadh - Meed,محطة طرود طويق 2 - الرياض - ميد,24.544195,46.467183,https://maps.app.goo.gl/Y9rth2KrpYmnCSxo8,No,Meed,,LM,RKQB3772,3772,Jeddah Rd,جده,Tuwaiq Dist.,حي طويق,13795,6730,"3772 Jeddah Rd, Tuwaiq Dist., Riyadh, 13795 - 6730",1,2,24 Hours,24 Parcel Stations,Completed
129,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1135,,226007,61015,,Skirinah Parcel Station - Riyadh - Meed,محطة طرود سكيرينة - الرياض - ميد,24.619963,46.71776,https://maps.app.goo.gl/FZTPb8TsW3ngW7DG6,NO,Meed,,LM,RCCA3175,3175,Al Asha Str.,شارع الأحساء,Skirinah Dist.,حي سكيرينة,12654,7725,"3175 Al Asha Str., Skirinah Dist., Riyadh, 12654 - 7725",1,2,24 Hours,24 Parcel Stations,Completed
130,Central,ArRiyad,الوسطى,منطقة الرياض,Riyadh,الرياض,Main,PSRU1136,,226008,61218,141756273,Al Rayan Parcel Station - Riyadh - Meed,محطة طرود الريان - الرياض - ميد,24.698301,46.772801,https://maps.app.goo.gl/mktMAhiZxVbA84546,No,Meed,,LM,RQRA7037,7037,Eastern Ring Rd,الطريق الدائري الشرقي,Al Rayan Dist.,حي الريان,14213,2834,"7037 Eastern Ring Rd, Al Rayan Dist., Riyadh, 14213 - 2834",1,2,24 Hours,24 Parcel Stations,Completed
131,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1137,,226009,61062,,Al Mathar Parcel Station - Riyadh - Meed,محطة طرود المعذر - الرياض - ميد,24.6746913,46.665939,https://maps.app.goo.gl/Hfon2JtQxnEZfdhM9,NO,Meed,,LM,RBMC4295,4295,Makkah Al Mukarramah,طريق مكة المكرمة,Al Mathar Dist.,حي المعذر,12721,8803,"4295 Makkah Al Mukarramah, Al Mathar Dist., Riyadh, 12721 - 8803",1,2,24 Hours,24 Parcel Stations,Completed
132,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1138,,226010,61068,,Al Maseef Parcel Station - Riyadh - Meed,محطة طرود المصيف - الرياض - ميد,24.76138445,46.6745779,https://maps.app.goo.gl/GdYK4XqHZeEbFvQx5,NO,Meed,,LM,RHYA2643,2643,Ibn Sina,ابن سينا,Al Maseef Dist.,حي المصيف,12465,6871,"2643 Ibn Sina, Al Maseef Dist., Riyadh, 12465 - 6871",1,2,24 Hours,24 Parcel Stations,Completed
133,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1139,,226011,61035,,Al Rawdah Parcel Station - Riyadh - Meed,محطة طرود الروضة - الرياض - ميد,24.74335532,46.776971,https://maps.app.goo.gl/EkY2iJKd1SVBPcTw5,NO,Meed,,LM,RFRB7818,7818,Khalid Bin  Al Walid,خالد بن الوليد,Al Rawdah Dist.,حي الروضة,13213,4831,"7818 Khalid Bin  Al Walid, Al Rawdah Dist., Riyadh, 13213 - 4831",1,2,24 Hours,24 Parcel Stations,Completed
134,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1140,,226012,61123,,Al Rawdah Parcel Station 2 - Riyadh - Meed,محطة طرود الروضة 2 - الرياض - ميد,24.72469615,46.7599364,https://maps.app.goo.gl/JFLwETU177wJ1VKM9,NO,Meed,,LM,RFRA2482,2482,Hafsa Bint Umar,حفصة بنت عمر,Al Rawdah Dist.,حي الروضة,13211,7131,"2482 Hafsa Bint Umar, Al Rawdah Dist., Riyadh, 13211 - 7131",1,2,24 Hours,24 Parcel Stations,Completed
135,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1141,,226013,61147,,Al Andalus Parcel Station - Riyadh - Meed,محطة طرود الاندلس - الرياض - ميد,24.75321502,46.7926655,https://maps.app.goo.gl/NxjwoZU9z34swTDz5,NO,Meed,,LM,RFSA3833,3833,Abdulraheem Al Khazraji,عبدالرحيم الخزرجي,Al Andalus Dist.,حي الاندلس,13212,8516,"3833 Abdulraheem Al Khazraji, Al Andalus Dist., Riyadh, 13212 - 8516",1,2,24 Hours,24 Parcel Stations,Completed
136,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1142,,226014,61150,,Al Khaleej Parcel Station - Riyadh - Meed,محطة طرود الخليج - الرياض - ميد,24.77294805,46.7842313,https://maps.app.goo.gl/zUA7x9kxuzF51xLu5,NO,Meed,,LM,RFKB2793,2793,Al Shaikh Abdulaziz Ibn Abdulrahman Ibn Bashar,الشيخ عبدالعزيز بن عبدالرحمن بن بشر,Al Khaleej Dist.,حي الخليج,13223,7768,"2793 Al Shaikh Abdulaziz Ibn Abdulrahman Ibn Bashar, Al Khaleej Dist., Riyadh, 13223 - 7768",1,2,24 Hours,24 Parcel Stations,Completed
137,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1143,,226015,61151,,Al Nahdah Parcel Station - Riyadh - Meed,محطة طرود النهضة - الرياض - ميد,24.7692512,46.8170004,https://maps.app.goo.gl/b5WKCv7jEcroAV3d6,NO,Meed,,LM,RFNA8077,8077,Al Jubail,الجبيل,Al Nahdah Dist.,حي النهضة,13222,2979,"8077 Al Jubail, Al Nahdah Dist., Riyadh, 13222 - 2979",1,2,24 Hours,24 Parcel Stations,Completed
138,Southern,,الجنوبية,,Khamis Mushait,خميس مشيط,Remote,PSKM1144,,226016,1064,,Al Musa Parcel Station - Khamis Mushayt - Al Dawaa,محطة طرود مخطط الموسى - خميس مشيط - الدواء,18.337597,42.778307,"https://www.google.com/maps/?q=18.337597, 42.778307",NO,Al Dawaa,,LM,AKPA9486,9486,,,Al Musa Subdivision Plan,مخطط الموسى,62463,4999,Address Incomplete,1,1,,Order #2,Completed
139,Southern,,الجنوبية,,Khamis Mushait,خميس مشيط,Remote,PSKM1145,,226017,1050,,Al Raqi Parcel Station - Khamis Mushayt - Al Dawaa,محطة طرود حي الراقي - خميس مشيط - الدواء,18.324472,42.752528,"https://www.google.com/maps/?q=18.324472, 42.752528",NO,Al Dawaa,,LM,AKUB4414,4414,,,Al Raqi Dist.,حي الراقي,62481,6926,Address Incomplete,1,1,,Order #2,Completed
140,Central,,الوسطى,,Buraydah,بريدة,Remote,PSBR1146,,226018,P623,,An Nakhil  Parcel Station - Buraidah - Al Dawaa,محطة طرود النخيل - بريدة - الدواء,26.373207,43.89999,"https://www.google.com/maps/?q=26.373207, 43.89999",NO,Al Dawaa,,LM,QBUF7067,7067,Al Nakheel 4,النخيل 4,An Nakhil Dist.,حي النخيل,52375,3620,"7067 Al Nakheel 4, An Nakhil Dist., Buraydah, 52375 - 3620",1,1,,Order #2,Completed
141,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1147,,226019,P601,,Al Quds Parcel Station - Riyadh - Al Dawaa,محطة طرود حي القدس - الرياض - الدواء,24.76127,46.763514,https://maps.app.goo.gl/C3hYrpWCMmCPPgpa7,No,Al Dawaa,,LM,RFQA8374,8374,Khalid Bin  Al Walid,خالد بن الوليد,Al Quds Dist.,حي القدس,13214,4487,"8374 Khalid Bin  Al Walid, Al Quds Dist., Riyadh, 13214 - 4487",1,1,,Order #2,Completed
142,Central,,الوسطى,,Riyadh,الرياض,Main,PSRU1148,,226020,P669,,Al Muruj  Parcel Station - Riyadh - Al Dawaa,محطة طرود المروج - الرياض - الدواء,24.758184,46.660858,"https://www.google.com/maps/?q=24.758184, 46.660858",NO,Al Dawaa,,LM,RHGA3058,3058,Prince Turki Bin  Abdulaziz Al Thani,الامير تركي بن عبدالعزيز الثاني,Al Muruj Dist.,حي المروج,12283,7354,"3058 Prince Turki Bin  Abdulaziz Al Thani, Al Muruj Dist., Riyadh, 12283 - 7354",1,1,,Order #2,Completed
143,Eastern,,الشرقية,,Tarut,تاروت,Remote,PSTT1149,,226021,P235,,Al Andalus Parcel Station - Tarut - Al Dawaa,محطة طرود حي الاندلس - تاروت - الدواء,26.55798,50.075175,https://maps.app.goo.gl/mxa28VRQ4TPArUfr8,No,Al Dawaa,,LM,EGAB3601,3601,Riyadh Rd,الرياض,Al Andalus Dist.,حي الاندلس,32612,8074,"3601 Riyadh Rd, Al Andalus Dist., Tarut, 32612 - 8074",1,1,,Order #2,Completed
144,Eastern,,الشرقية,,Sihat,سيهات,Remote,PSST1150,,226022,P0231,,Al Muntazah  Parcel Station - Sayhat - Al Dawaa,محطة طرود المنتزة - سيهات - الدواء,26.484406,50.052511,"https://www.google.com/maps/?q=26.484406, 50.052511",NO,Al Dawaa,,LM,EMMB6522,6522,Al Khaleej,الخليج,Al Muntazah Dist.,حي المنتزة,32452,4387,"6522 Al Khaleej, Al Muntazah Dist., Sihat, 32452 - 4387",1,1,,Order #2,Completed
145,Western,,الغربية,,Taif,الطائف,Remote,PSTA1151,,226023,1206,,Al Halqah Asharqiyyah Parcel Station - At Taif - Al Dawaa,محطة طرود الحلقة الشرقية - الطائف - الدواء,21.344139,40.461583,"https://www.google.com/maps/?q=21.344139, 40.461583",NO,Al Dawaa,,LM,TAMD7734,7734,Mustafa Albdulrazzaq St,شارع مصطفي عبدالرازق,Al Halqah Asharqiyyah Dist.,حي الحلقة الشرقية,26553,4091,"7734 Mustafa Albdulrazzaq St, Al Halqah Asharqiyyah Dist., Taif, 26553 - 4091",1,1,,Order #2,Completed
146,Western,,الغربية,,Jeddah,جدة,Main,PSJD1152,,226024,P912,,As Samir Parcel Station - Jeddah - Al Dawaa,محطة طرود السامر - جدة - الدواء,21.58178,39.238882,"https://www.google.com/maps/?q=21.58178, 39.238882",NO,Al Dawaa,,LM,JDSA7543,7543,Al Samir,السامر,As Samir Dist.,حي السامر,23464,3071,"7543 Al Samir, As Samir Dist., Jeddah, 23464 - 3071",1,1,,Order #2,Completed
147,Western,,الغربية,,Jeddah,جدة,Main,PSJD1153,,226025,P906,,An Nuzhah Parcel Station - Jeddah - Al Dawaa,محطة طرود النزهة - جدة - الدواء,21.618974,39.159912,"https://www.google.com/maps/?q=21.618974, 39.159912",NO,Al Dawaa,,LM,JFNA2850,2850,Sultan Bin  Salman,سلطان بن سلمان,An Nuzhah Dist.,حي النزهة,23532,6568,"2850 Sultan Bin  Salman, An Nuzhah Dist., Jeddah, 23532 - 6568",1,1,,Order #2,Completed
148,Western,,الغربية,,Makkah,مكة المكرمة,Remote,PSMK1154,,226026,P962,,Al Buhayrat Parcel Station - Makkah - Al Dawaa,محطة طرود حي البحيرات - مكة المكرمة - الدواء,21.51211,39.787238,https://maps.app.goo.gl/fDhKZ11VqNbPCVQv7,No,Al Dawaa,,LM,MWBA8832,8832,JLD ALRWAH,جلد الرواية,Al Buhayrat Dist.,حي البحيرات,24211,4739,"8832 JLD ALRWAH, Al Buhayrat Dist., Makkah, 24211 - 4739",1,1,,Order #2,Completed
149,Western,,الغربية,,Jeddah,جدة,Main,PSJD1155,,226027,P948,,Al Ajaweed Parcel Station - Jeddah - Al Dawaa,محطة طرود حي الاجاويد - جدة - الدواء,21.41207,39.289526,https://maps.app.goo.gl/BE1PRxcxdqvQt6cf6,No,Al Dawaa,,LM,JJDB8827,8827,Al Mundhir Bin  Harithah,المنذر بن حارثه,Al Ajaweed Dist.,حي الاجاويد,22442,3098,"8827 Al Mundhir Bin  Harithah, Al Ajaweed Dist., Jeddah, 22442 - 3098",1,1,,Order #2,Completed
150,Western,,الغربية,,Jeddah,جدة,Main,PSJD1156,,226028,P902,,Al Manar Parcel Station - Jeddah - Al Dawaa,محطة طرود المنار - جدة - الدواء,21.594161,39.236071,"https://www.google.com/maps/?q=21.594161, 39.236071",NO,Al Dawaa,,LM,JDJF7285,7285,Wahib Bin Omir,وهيب بن عمير,Al Manar Dist.,حي المنار,23462,3554,"7285 Wahib Bin Omir, Al Manar Dist., Jeddah, 23462 - 3554",1,1,,Order #2,Completed
151,Western,,الغربية,,Jeddah,جدة,Main,PSJD1157,,226029,P928,,Al Wahah Parcel Station - Jeddah - Al Dawaa,محطة طرود الواحة - جدة - الدواء,21.566484,39.248651,"https://www.google.com/maps/?q=21.566484, 39.248651",NO,Al Dawaa,,LM,JCWA8948,8948,Al Wahah,الواحة,Al Wahah Dist.,حي الواحة,23354,3809,"8948 Al Wahah, Al Wahah Dist., Jeddah, 23354 - 3809",1,1,,Order #2,Completed
152,Central,,الوسطى,,Hail,حائل,Remote,PSHA1158,,226030,P595,,Al Khuzama Parcel Station - Hail - Al Dawaa,محطة طرود الخزامى - حائل - الدواء,27.568217,41.730101,"https://www.google.com/maps/?q=27.568217, 41.730101",NO,Al Dawaa,,LM,HAUA7490,7490,,,Al Khuzama Dist.,حي الخزامى,55481,4634,Address Incomplete,1,1,,Order #2,Completed
153,Eastern,,الشرقية,,Dammam,الدمام,Main,PSDM1159,,226031,1247,,Al Manar Parcel Station 1 - Dammam - Al Dawaa,محطة طرود المنار 1 - الدمام - الدواء,26.372488,50.040262,"https://www.google.com/maps/?q=26.372488, 50.040262",NO,Al Dawaa,,LM,EDSF3828,3828,Al Imam Mohammed Bin  Suad,الامام محمد بن سعود,Al Manar Dist.,حي المنار,32274,7010,"3828 Al Imam Mohammed Bin  Suad, Al Manar Dist., Dammam, 32274 - 7010",1,1,,Order #2,Completed
154,Eastern,,الشرقية,,Al Hofuf,الهفوف,Remote,PSHU1160,,226032,P146,,Al Naseem Parcel Station - Al Hafuf - Al Dawaa,محطة طرود النسيم - الهفوف - الدواء,25.332433,49.614128,"https://www.google.com/maps/?q=25.332433, 49.614128",NO,Al Dawaa,,LM,FHDE9342,9342,King Abdullah Rd,طريق الملك عبدلله,Al Naseem Dist.,حي النسيم,36363,3708,"9342 King Abdullah Rd, Al Naseem Dist., Al Hofuf, 36363 - 3708",1,1,,Order #2,Completed
155,Eastern,,الشرقية,,Khobar,الخبر,Main,PSKH1161,,226033,1228,,Ash Sheraa Parcel Station - Al Khobar - Al Dawaa,محطة طرود الشراع - الخبر - الدواء,26.174858,50.147439,"https://www.google.com/maps/?q=26.174858, 50.147439",NO,Al Dawaa,,LM,ECJA9175,9175,Al Bara Bin Malek,البراء بن مالك,Ash Sheraa Dist.,حي الشراع,34741,2520,"9175 Al Bara Bin Malek, Ash Sheraa Dist., Khobar, 34741 - 2520",1,1,,Order #2,Completed
156,Eastern,,الشرقية,,Khobar,الخبر,Main,PSKH1162,,226034,P324,,Al Kurnaish Parcel Station - Al Khobar - Al Dawaa,محطة طرود الكورنيش - الخبر - الدواء,26.330035,50.214677,"https://www.google.com/maps/?q=26.330035, 50.214677",NO,Al Dawaa,,LM,EKAB7587,7587,King Faisal Rd,طريق الملك فيصل,Al Kurnaish Dist.,حي الكورنيش,34412,2341,"7587 King Faisal Rd, Al Kurnaish Dist., Khobar, 34412 - 2341",1,1,,Order #2,Completed
157,Eastern,,الشرقية,,Khobar,الخبر,Main,PSKH1163,,226035,1216,,Al Khuzama Parcel Station - Al Khobar - Al Dawaa,محطة طرود الخزامى - الخبر - الدواء,26.207838,50.196423,"https://www.google.com/maps/?q=26.207838, 50.196423",NO,Al Dawaa,,LM,ECAA3450,3450,King Khalid Rd,طريق الملك خالد,Al Khuzama Dist.,حي الخزامى,34719,7307,"3450 King Khalid Rd, Al Khuzama Dist., Khobar, 34719 - 7307",1,1,,Order #2,Completed
158,Northern,,الشمالية,,Tabuk,تبوك,Remote,PSTB1164,,226036,P491,,Al Hamra Parcel Station 1 - Tabuk - Al Dawaa,محطة طرود الحمراء 1 - تبوك - الدواء,28.362305,36.573179,"https://www.google.com/maps/?q=28.362305, 36.573179",NO,Al Dawaa,,LM,KGAC6216,6216,Al Imam Turki Bin Abdullah Rd,طريق الامام تركي بن عبدالله,Al Hamra Dist.,حي الحمراء,47914,4755,"6216 Al Imam Turki Bin Abdullah Rd, Al Hamra Dist., Tabuk, 47914 - 4755",1,1,,Order #2,Completed
159,Eastern,,الشرقية,,Al Khafji,الخفجي,Remote,PSKF1165,,226037,1220,,Al Hamra Parcel Station - Al Khafji - Al Dawaa,محطة طرود حي الحمراء - الخفجي - الدواء,28.419492,48.477407,"https://www.google.com/maps/?q=28.419492, 48.477407",NO,Al Dawaa,,LM,CAMA2223,2223,Ashba As Salmi,شارع اشبع السلمي,Al Hamra Dist.,حي الحمراء,39254,6398,"2223 Ashba As Salmi, Al Hamra Dist., Al Khafji, 39254 - 6398",1,1,,Order #2,Completed
160,Eastern,,الشرقية,,Hafr Al Batin,حفر الباطن,Remote,PSHF1166,,226038,P396,,At Talal Parcel Station - Hafar Al Batin - Al Dawaa,محطة طرود حي التلال - حفر الباطن - الدواء,28.429403,45.948079,"https://www.google.com/maps/?q=28.429403, 45.948079",NO,Al Dawaa,,LM,CNMB4490,4490,King Khalid Bin Abd Al Azez,الملك خالد بن عبدالعزيز,At Talal Dist.,حي التلال,39957,6441,"4490 King Khalid Bin Abd Al Azez, At Talal Dist., Hafr Al Batin, 39957 - 6441",1,1,,Order #2,Completed
161,Northern,,الشمالية,,Rafha,رفحاء,Remote,PSRF1167,,226039,P512,,Al Jumayma Parcel Station - Rafha - Al Dawaa,محطة طرود الجميماء - رفحاء - الدواء,29.634014,43.547044,"https://www.google.com/maps/?q=29.634014, 43.547044",NO,Al Dawaa,,LM,SRYA9863,9863,Saud Bin Jalawi St,شارع سعود بن جلوي,Al Jumayma Dist.,حي الجميماء,76312,3207,"9863 Saud Bin Jalawi St, Al Jumayma Dist., Rafha, 76312 - 3207",1,1,,Order #2,Completed
162,Southern,,الجنوبية,,Abha,أبها,Remote,PSAB1168,,226040,1094,,Mahala Parcel Station - Abha - Al Dawaa,محطة طرود حي المحالة - ابها - الدواء,18.2792,42.593353,https://maps.app.goo.gl/unKTBUTZabZtHyHo9,No,Al Dawaa,,LM,,,MAHLAL,المحالة ,MAHLAL Dist.,حي المحالة,,,Address Incomplete,1,1,,Order #2,Completed
163,Southern,,الجنوبية,,Sarat Abidah,سراة عبيدة,Remote,PSSR1169,,226041,1049,,Al Fahd Parcel Station - Sarat Abidah - Al Dawaa,محطة طرود الفهد - سراة عبيدة - الدواء,18.085333,43.129778,"https://www.google.com/maps/?q=18.085333, 43.129778",NO,Al Dawaa,,LM,AOPA3162,3162,King Khalid Ibn Abdulaziz Rd,طريق الملك خالد بن عبدالعزيز,Al Fahd Dist.,حي الفهد,64731,6145,"3162 King Khalid Ibn Abdulaziz Rd, Al Fahd Dist., Sarat Abidah, 64731 - 6145",1,1,,Order #2,Completed
164,Southern,,الجنوبية,,Baish,بيش,Remote,PSBI1170,,226042,1086,,An Nahdah Parcel Station - Bish - Al Dawaa,محطة طرود النهضة - بيش - الدواء,17.387956,42.542315,"https://www.google.com/maps/?q=17.387956, 42.542315",NO,Al Dawaa,,LM,GEMA8388,8388,King Abdulaziz Rd,طريق الملك عبدالعزيز,An Nahdah Dist.,حي النهضة,87311,3614,"8388 King Abdulaziz Rd, An Nahdah Dist., Baish, 87311 - 3614",1,1,,Order #2,Completed
165,Southern,,الجنوبية,,Bishah,بيشة,Remote,PSBS1171,,226043,1084,,Al Fahd Parcel Station - Bishah - Al Dawaa,محطة طرود حي الفهد - بيشة - الدواء,19.98831,42.607076,https://maps.app.goo.gl/K2nKgJryP7w7B3Ly8,No,Al Dawaa,,LM,ALAD6898,6898,King Saud,طريق الملك سعود,Al Fahd Dist.,حي الفهد,67712,4282,"6898 King Saud, Al Fahd Dist., Bishah, 67712 - 4282",1,1,,Order #2,Completed
166,Southern,,الجنوبية,,Abha,أبها,Remote,PSAB1172,,226044,1300,,Al Badi Parcel Station - Abha - Al Dawaa,محطة طرود حي البديع - ابها - الدواء,18.22713,42.593403,https://maps.app.goo.gl/imEtUGhueBG8pnMM9,No,Al Dawaa,,LM,ABUA3297,3297,Al Termithi St,شارع الترمذي,Al Badi Dist.,حي البديع,62584,9265,"3297 Al Termithi St, Al Badi Dist., Abha, 62584 - 9265",1,1,,Order #2,Completed
167,Northern,,الشمالية,,Tabuk,تبوك,Remote,PSTB1173,,226045,P411,,Al Wurud Parcel Station - Tabuk - Al Dawaa,محطة طرود الورود - تبوك - الدواء,28.409536,36.566474,"https://www.google.com/maps/?q=28.409536, 36.566474",NO,Al Dawaa,,LM,KAAD7373,7373,Prince Abdul Majid Ibn Abdulaziz,الامير عبد المجيد ابن عبدالعزيز,Al Wurud Dist.,حي الورود,47312,2838,"7373 Prince Abdul Majid Ibn Abdulaziz, Al Wurud Dist., Tabuk, 47312 - 2838",1,1,,Order #2,Completed
